Respondent_ID,open_ended_1,open_ended_2,open_ended_3,open_ended_4,open_ended_5,E_Scale_score,A_Scale_score,O_Scale_score,C_Scale_score,N_Scale_score,Dataset
10462861104,I would talk to my managers again about the situation at hand. My colleague and I are both giving adequate notice about our upcoming vacation plans. It is the manager's job to make sure there is adequate coverage. It is not our responsibility to change our plans.,"I would be able to handle this project because I am confident in my work ethic. I am very good about keeping a control on time and finishing projects in a timely manner. Even if I needed to stay late once or twice to finish those projects, I am positive they would get done in time.","I would still go whether or not my colleague went with me. It is a huge networking meeting, and even if I went and did not know anyone when I got there. That is the whole point of the meeting to make new connections and business ventures. I think it would turn out for the good to go even though it has been a long day.","I would ask my manager to show me some proof of the negative feedback they gave me. I would also voice the importance of that want, and that I believe I am a good and valuable worker and deserve my annual bonus. If they have proof to show me and back up their opinion then lets discuss further.","I would find this experience enjoyable. I really like learning about different cultures, and even if I did not have to travel. It would still be fun to learn all I can to help the new client feel really apart of the family.",4.8333333333,4.9166666667,3.6666666667,4.75,1.5833333333,Train
10459848411,"I would sit down with my colleague and review such things as seniority, pertinence of the vacation and who requested the vacation first. If we could not come to an agreement after discussing the vacation time that was requested. I may opt to change my vacation to a later date as to keep the solidarity and harmony of my workplace.","I may ask that my boss steer clear of giving last minute tasks that may interfere with the completion of the project. The option of delegating last minute projects to other co-workers would explained to my boss so that the productivity of the company would not suffer. Also, I may try to finish the project ahead of time if my boss is adamant about giving me last minute projects.",Explaining the importance of this meeting to my colleague would take place. If my co-worker doesn't want to attend the meeting after the discussion I would possibly look for someone to attend with me. If I am not successful in finding someone to accompany me to this very important meeting I would go alone so that my business relationship with the client is not jeopardized.,"I would explain that although I disagree with the criticism I would take it in consideration. I would evaluate the feedback to see if there is any necessary changes that I needed to make. My employment at the company is very important because this is how I provide for my family, so therefore I would view the feedback as a positive and not view it as negative.","Yes, I would definitely find this opportunity enlightening. I enjoy learning about different cultures that are different from my own. As an employee of a company that has culturally diverse clients, I feel that it would be important for me to expand my worldview as this would not only help me in my career but also in my personal life.",4.0,4.1666666667,4.5833333333,4.8333333333,2.0833333333,Train
10459969397,"I would state the reasoning why I had requested the vacation to be that week and ask her to state her reasoning. If her reasoning was better, then I would tell her she could have that week and I will take another. If she was being difficult and could not come up with good reasoning, then I would take it to my supervisor again.","I would start the project the day It was given to me. If I get a little bit done each day, then I will be prepared if my boss throws a last minute project on me. I am a very well-prepared person so I would like that to be shown to my boss as well.","I would suggest my coworker to go with me because it could open a lot of doors and be a good time. If she is not wanting to go, I will keep an open mind. I could potentially earn new clients or learn new ways to help my current job.","I would bring it to the CEO's attention that I feel I was not advised correctly. If I feel I got wrong punishment, I do not want to take the fall for something that could possibly either get me terminated or make me lose money. I always want to be fair and I want to be treated fairly as well.","I would find this experience extremely enjoyable. I love learning about new places and ways of doing certain things. I can not travel very much due to obligations but research and talking with someone, would be very interesting.",3.1666666667,3.3333333333,3.0,3.25,2.9166666667,Train
10462951703,"I would be willing to deal with my co-worker, with the understanding that they would owe me a favor. That's far more useful than having an angry co-worker, and I get to take the vacation anyway. I would try to cancel my plans to minimize loss of money.","I would try to get the project done early. This allows me to make minor tweaks leading up to. Since my schedule is light, I have the time to do it now, and it gives me time to complete my bosses' tasks as they come up.","I would go. You can always meet new people, and you never know who might turn up at an event like this. I would try to convince my co-worker to go, however, if they weren't dead set on not going.","I would feel really personally attacked. I would ask my other management team for feedback, or possibly upper levels of administration. I would also schedule time with my manager to discuss how they hope I address the feedback.","I would love to learn more about culture! I have an anthropology degree, so learning about culture is what I do. It would be a valuable experience to grow as a person without having to travel internationally.",2.6666666667,4.3333333333,4.6666666667,4.1666666667,3.0,Train
10440171785,"If I had not planned my vacation yet, it would be easy for me to take another week off instead. If I had non-refundable deposits I would be upset and see if the boss would work with me. If my vacation was approved ahead of time then this would be a situation for management to handle, not leave it up to two co-workers.",I would get as much done as possible early on. This way if my boss adds on to my workload at the last minute I will have more time to keep working on the new project. This would make sure I can get everything done in time without having to rush.,I would for sure go anyways. Networking can be important to growing my business goals. Not going to this meeting because I won't know anyone is a poor excuse and makes the perfect opportunity to get to know more people.,I would be upset with the outcome but I would try and schedule a meeting with my boss. In the meeting I would ask if there was anything I could do to improve the project and make sure there was no miscommunications between the two of us. I would hope the boss would be understanding and want to work with me to improve.,I would find this enjoyable because it is always nice to learn about different cultures. It would be fun taking the time to research Norway  to see what type of place your clients grew up in and any type of traditions that their culture participates in. It would be nice incorporating their traditions into my project.,4.6666666667,5.0,4.8333333333,5.0,1.3333333333,Train
10440098085,I would see whether or not I could move my plans. It would be dependent on what I already had planned. If it is something I could not move I would try and negotiate with my colleague because it isn't fair to cancel something you already have reservations for.,I would start with an outline of what I wanted to do for the project. I would break it up into parts to start right away in case I am given last minute things to work on. I would do all the hard parts that require the most time in the beginning and save the easy stuff for last. I would prioritize what needs to be done.,I would go anyway because this is a big client. I could meet more people there and it would be to my advantage to go. I could meet more people professional that might be able to help me in the future.,I would just take it and go along with it. It would only hurt me further if I were to question my manager. I would strive to work on the areas that the manager suggested. I would try and get on their good side.,I would find it enjoyable because I'm learning something new. I would be able to put myself in a better position for the company and the client. I would become an asset and it could help me in future endeavors.,2.9166666667,4.9166666667,3.8333333333,4.9166666667,2.75,Train
10440168299,"I would confer with my colleague on the plans we both made in regards to our perspective vacations. I would like to see if plans were set in stone on either side (i.e. airfare,  hotel room, or any travel related costs). If he/she is already committed financially and I have some flexibility.  Then I would have no problem altering my dates for vacation for another time. If my dates are financially committed as well, then I would as our supervisor to make the decision, probably based on seniority on who goes on what days,","I would complete as much of my regular workload as possible and keep in communication with boss on the possibility of any  potential new projects/additions that may come up. By constantly communicating with him/her, I would hope that they would try to give me the work as soon as it occurs, so I wouldn't feel a need to rush in order to complete it.","I would try to persuade my colleague to attend the meeting with me. If I'm unable to persuade my colleague,  then I would try to get as much information about the client from my colleague that I may be aware of. This information would at least make sure that when I engage with the client,  that I seem knowledgeable on their company and/or personnel.",I would very negatively about receiving the feedback from my supervisor.  I would ask that my supervisor and I get a chance to sit down and meet on why he/she felt that way during the time of feedback. I would want to discuss in detail on how/why my supervisor came to that conclusion.  Also to state my side of things in reference to being in disagreement with his/her thoughts,"I would find this to be a very enjoyable situation. I like having the opportunity to learn about new things. Especially to be able to learn about new cultures and places that are different, but may be the same in some ways from where I live. While being able to travel there would be great, but the process of learning more about them on my own and the potential to converse with them, would be good as well.",4.3333333333,4.25,4.75,5.0,1.5,Train
10459879209,I would gladly change my plans. I like to be cooperative and considerate. Changing around vacations days to accommodate someone else is an easy way to prove friendship and camaraderie.,I would handle this project aggressively. I would go in early and stay late until it was finished. I would want to be prepared for last minute tasks so that I was able to accomplish everything on time.,"I would go to the meeting and put my best face forward. It is important that we represent at this event. I would not be pleased, but I would suck it up and go.","I feel sad and disappointed. I am also somewhat fearful for my future. However, I would accept this feedback and try to improve.",I would find this experience enjoyable and exciting. I would love to take on a new experience and learn something new. I would enjoy the research and feel like a bigger person at the end of it.,3.8333333333,4.3333333333,1.25,4.0833333333,3.1666666667,Train
10440105894,"I would change my vacation plans if it was simple. If I couldn't, I would talk privately with my colleague. If they couldn't do it either, I would still be likely to change my plan. I would think it would be good, ethical, hardworking, and fair for me to do that.","I would want to work on the task as soon as I can. I would try to schedule this so it can be done in advance. It would cause a problem if my boss gave me a task to do at the last second, and I didn't have this project finished.","I would be sure to have a private conversation with my colleague. I would want for the person to understand the situation and how I view things. If they insisted they did not want to go, I would not force them or hold that against them.","I would be irritated, but would try to think about his criticism. If it wasn't warranted, I would want to figure out how best to address the issue to show it wasn't warranted, by pointing it out at some point in a fair sense. In any case it would be correct to make sure I don't lost my bonus over the false criticism.",I think it would be enjoyable. I like to learn. And I like learning about other places and cultures. This would give me a chance to expand my experience with the world.,2.6666666667,4.0,3.6666666667,3.6666666667,2.0833333333,Train
10440109712,I would not be willing to change my vacation plans.  Why should I?  The supervisor can do their job and make the decision.,"I would get the work done as soon as possible.  I like to hedge my bets in case my boos gives me ""last tasks.""  I have nothing to lose by finishing my project on or ahead of time.",I would not go because I have social anxiety disorder. The given situation could bring on a panic attack even under the best circumstances.  I am unlikely to go at all.,"I would make an effort to get more detail from my boss on their position.  I would try to state my position and see if there is any movement.  If not, I would start looking for another job.","I would enjoy this experience because I would like to fantasize about being in a decent, liveable country. It would be great if it could lead to me getting out of this country, maybe even permanently.  In any case, I like learning about other places.",1.0833333333,2.8333333333,2.5833333333,2.6666666667,4.6666666667,Train
10446116309,"I would ask my supervisor who receives priority over the vacation. If I requested first, then I will continue to argue that I should receive the vacation. If my co-worker requested first, then I would gladly give up my spot but try to encourage him/her to give up the next spot. It's like the co-worker would owe me.","Rather than spread out my workload across the two weeks, I would get all of my work done early and continue to follow up with my boss. I would also request that my boss keep me updated on certain things and that he/she would not annoy me by doing so. If my boss doesn't end up having extra work, then I can enjoy the extra time to myself.","I wouldn't go unless I'm getting paid. If I get paid, then I will attend the networking event as it is a great opportunity to get my name out there and to promote my business. If I'm not paid, then I will not go because I will be extremely uncomfortable and it would not be worth it to go by myself.","Though upset, I need to understand that this is criticism. Since I truly feel that it isn't true, I would have a meeting with my boss and see if he/she would allow me to plead my case. If my boss doesn't agree, then I will accept that I may not receive an annual bonus; however, if he does agree, then I will continue to improve and ask if he can give me feedback before it affects me financially.",I would find the experience enjoyable. I personally like to learn about different cultures and can actually appreciate other cultures as I do empathize with foreigners. It would also be a way to broaden my horizons which would be great for personal growth.,2.25,4.0,3.25,4.75,2.9166666667,Train
10446109756,"I would not book a vacation without making sure I could get the days off first.  I would change my vacation dates.  I would then find the best deal for another date, especially if my co-worker already booked their vacation. Or I would find out who had the day reserved first.",I would start the project early and create a timeline for it.  Then you can plan to be done early. I would build in extra time at the end. That way I can be prepared for unexpected things.,"I would make my friend go.  I would ask them to go and bother them until they decided to go.  I would offer to carpool.  Alternatively, if they really don;t want to go, I would just stay home.",I would feel upset.  I would ask for a time to review this with the manager and come prepared with infomation to show they are wrong.  Then If this does not work I could talk to another boss.,I would find this boring.  It would be boring to learn about the culture but not be able to travel there.  The best way to learn the culture would be to travel. I would want to find a way to travel there.,2.6666666667,2.5833333333,2.1666666667,3.25,2.5,Train
10440099876,"I would change my vacation plans and let my colleague take his/her vacation on the week that I had planned my vacation. It doesn't make sense to cause workplace tensions over leisure activities. If I were to try and fight with my colleague over who gets to take vacation, it would only complicate our relationship and make things worse in the long run. I feel that by conceding, I not only avoid unnecessary tension, I improve my standing with my supervisor. If any conflicts arise in the future, I will be able to point to this particular incident to show that I had already made a concession and that other people will need to reciprocate to maintain fairness in the workplace.",I would work on the project as soon as possible and aim to complete it ahead of schedule. This allows me to double check the work in the event that no further tasks are assigned. It also ensures that I have ample time to complete additional tasks if my boss decides to give me something else during the two-week period in which I have to complete the project. I prefer to avoid procrastinating whenever possible for fear of having too much on my plate with little time to accomplish everything assigned to me.,"I would attend the meeting regardless of what my colleague decides to do. Although I may not know anyone at the meeting, the entire purpose of the event is to make myself known to other people. This increases my visibility in the organization and with the organization's clientele. Not only will I be able to ingratiate myself with our clients, I will be opening doors for opportunities in the future. In some ways, it is better if my colleague does not attend because it prevents me from spending too much time with people I already know and instead forces me to be gregarious and meet with new and unfamiliar faces instead.","I would ask my supervisor additional questions regarding my performance. I might consider arguing my perspective and trying to explain why I think the feedback might be unwarranted. I think the best course of action would be to simply grin and bear it, then spend time thinking over what was discussed in our conversation. Nobody is perfect, and this negative feedback could be a lesson on being a more humble and conscientious worker. I would undoubtedly be frustrated by the negative feedback at first, but after I've had time to process my emotions, I would likely try to take the feedback into consideration and work on making the necessary changes in order to avoid negative consequences at work.",I would find the experience to be enjoyable. I have always liked learning about different cultures even if I am unable to immerse myself in it by traveling or visiting different countries. I feel that volunteering for the project will help to expand my horizons and improve my image with my supervisor. The project will also likely be a welcome change to my daily activities because it involves doing things differently and this helps to make the work more engaging.,1.5833333333,3.5833333333,2.5,3.9166666667,3.5,Train
10446112779,"I would try and make changes with my family first.  If I was able to change my vacation, then I would not have a problem switching at work.  I think this would help my coworker not feel bad as well.","I would get started on the project right away. Knowing that I could have to take on extra work during the two weeks until it is due, makes me want to start on it.  If something does come up, then I will be more prepared.",I would try and get my colleague to go by explaining how important it is to network.  I would tell them that I know we have had a long day but it will be worth it in the long run to attend.,I would try and explain myself.  I would explain that I don't believe I deserve the negative feedback and that I am a good employee. I would say how I am an asset to the organization as well.,"I would find this experience helpful and a bit interesting.  I think I would be motivated by work, but then enjoy some of the learning I would do.  I think I would be good at this task.",3.5833333333,4.4166666667,3.9166666667,4.6666666667,2.0,Train
10459657635,"I would see if it is possible for me to change my vacation plans. If it is possible,  I would change mine. If it is not possible, I would insist on my supervisor to make a choice. That is their job not mine. They get paid to be the bad guy.","I would get the project done early just in case my boss give me work last minute.  Then I would have time to get the extra work done. If there is no extra work, I will have some extra time for other things.",I would beg my coworker to come for me to have backup.  I would tell them that I owe them and would make it up to them. I would even buy them lunch the next day at work for the help.,I would discuss my review with my boss. I would ask them to explain why I got the review that I did. I would tell them why I believe it to be incorrect.,I would find it enjoyable for sure. I like learning about new cultures. It is always interesting to see how different other people live around the world. You never know who you will meet.,4.8333333333,5.0,4.3333333333,5.0,1.0,Train
10446154011,I would like to change my vacation plan. Because one person should compromise with other to avoid problem in workplace. So I change my opinion and re-plan the vacation.,I would schedule time to complete the work. This makes me to work in order and complete the work. I will aware with the last tasks and complete with full effort.,I would like to go and attend the meeting. Even though it is new place and new members I will go there. This makes me to feel more confident. Attending meeting may give some experience to me.,I would argue with my manager and tell my opinions. If he not understand I will take this problem to higher officials. I convince them to accept my opinions. And surely I always stand in my opinion.,I would feel this experience as enjoyable and more interesting. I like to learn different cultures from different countries. It leads to know the traditional values of many countries,3.6666666667,3.9166666667,3.4166666667,3.9166666667,2.0,Train
10460016545,"It would depend on my reason for needing the time off. If it was just a vacation I could be flexible, but if it was something important that can't be rescheduled I would discuss it further with my supervisor",i would get my work done as quickly as possible.This way I would have time to cover any additional projects given to me.,"I would try to convince my coworker that it would be a good idea to go. If they still do not want to, then I would attend by myself","I would check with my other coworkers to see if they agree with my supervisor. If they do, then I would accept it. If they agree with me, then I would contact HR and see what my options are","I would enjoy a project like this one. I enjoy learning about other languages and cultures. I would be disappointed if there was no travel, but I would still participate",2.75,3.8333333333,3.5833333333,5.0,2.5,Train
10440107312,"What I would do depends on a number of factors. For instance, who requested vacation first? How long ago were the vacations scheduled. Who is really responsible for them being scheduled at the same time. However, if the colleague began the conversation by saying that he is not willing to change then I would also refuse to change. I would do this because there is no reason to be reasonable when the other party is being unreasonable and the real problem is that someone allowed the vacations to be scheduled at the same time in the first place.",I would finish the project. I have a due date and the time to  do it. Unless there is some reason why I don't want to finish too early then it would be better to complete it and thus avoid any obstacles that might prevent me from doing so in the future. If my boss gave me a last minute task that caused an unnecessary rush I would do my best to complete it but also file a complaint about it regardless of whether I had finished my project or not.,"I would try to convince my colleague to go with me, maybe by trying to persuade him (or her) how this will make things easier in the future. If my colleague declined I would probably still go. I don't normally believe in using free time for work but I am willing to do so if it helps me (me in particularly, not necessarily my workplace). But if the meeting was more than an hour I would also decline.",I would find out the formal process of disputing the feedback and do so. I would see this as someone getting in the way of my livelihood for personal reasons and do everything I can do eliminate the problem. I would go through the formal process rather than talking to the manager directly because the latter action could be spun in many ways and could result in an argument that only makes things worse. The only thing I would feel is irritation.,This is not a binary choice. It doesn't have to be either enjoyable or boring. I don't think I would find this interesting which isn't the same as saying I would find it boring. Working with people far away means working with an obstacle. I don't want obstacles. I want my work to be smooth and easy.  So I would probably not volunteer and if the situation changed and traveling was required I would definitely not volunteer.,2.25,2.6666666667,3.5833333333,3.6666666667,2.0833333333,Train
10440108178,Since we cannot both agree . I woould atrrange for another week. That would be at inconvenience to me but it is for a longer strategy as fopr as my work goes tofro my furture benefit. i would look grea tin eyes of mangement,I would certainly do the project. I would not mdottle with it but do as much as I can quickly. i would keep in mind the boses' tendencies to sneak something onme at the last minute /,"i wul;f try to convince my colleugue to go with m,e. I thinl it is important that one of us gp. if he does not go, I will have t go for both oput befits anyway",I would research the comments and look for a way to go over them wioth hiom with some ammuniton in hamd I would not allow it to detract froma future bonus.i might even go over hos head if I thonk the commets are way off bnse,"I would love to learn more abot the cuklture of Norway, I like learning about opther culters so this is a great way to do it. I would also have a ""big in"" with the management as a voumteeer and do something that the company would reward me later for monetairly anyway",4.5,4.5,3.6666666667,5.0,1.4166666667,Train
10440128755,I would be the bigger person and change my vacation plans.  I would not want to leave the supervisor understaffed. It wouldn't be to hard to make a slight change in the plans that I made.,I would go ahead a prepare the project and complete it.  This would be a good thing to do in case my boss gives me some last minute task that will be time consuming.  Then for the project and any last minute tasks will get my undivided attention.,I would go ahead and go the network meeting.  This would most likely please the client.  Even though I would not know anyone there my client should be considered to be important.  If one of us didn't show up it wouldn't look good for business.,I would ask to sit down and talk to the manager about the negative feedback.  I would explain my position with this feedback.  I would let the manager understand why I don't think that this is true.  I would try and fix this issue so that I wouldn't lose my annual bonus.  For me this would be very upsetting and I would very anxious to resolve this issue.,I would find this project to be enjoyable.  It never hurts to broaden my horizon.  If I learn about the clients country and culture it would show the client my company cares.  It would also give myself and my company some knowledge on how things are done in the clients culture.  This could potentially strengthen of relationship with our client.,3.5833333333,4.75,4.3333333333,4.6666666667,1.9166666667,Train
10460132561,I would be willing to change my plans if I had not booked anything in advance.  I would make sure that my colleague knows that I had sacrificed this time for him/her.  I would let the supervisor know that I had done the other colleague a favor.,"I would make sure to tackle this project as soon as I get the chance.  Whenever I have a free chance to work on this project, I will work on it so that I will not be overwhelmed when anything last minute comes up.  I would make sure that I finishe way in advance so that I can check it over and make sure it’s complete by the due date.",I would suck it up and go to the networking event.  I would think that it would be better for my career prospects later on.  I would have to sacrifice immediate gratification for long term gain.  I would try to convince my colleague to go along as well.,I would request a time to meet with my manager to discuss the feedback.  I would tell the manager my point of view and also listen to the reasoning on why I was given a low score.  I would provide evidence and proof as to why my feedback should not be as low as I was given.  I would try to win back the favor of the manager.,I think it would be enjoyable to learn about a new country and culture.  It would be a great opportunity to go outside my bubble and learn something new.  It would allow me to be a bit more learned and gain new experiences in life.  It would be a great adventure.,2.25,3.6666666667,4.5,4.3333333333,2.9166666667,Train
10440137123,"I would probably talk to my wife about possibly moving our vacation to a different week. It's not easy considering we usually take cruises and book them 9 months ahead of time, but I am always willing to work with employers. I would also give the other employee the cold shoulder for a while, provided he isn't thankful for my working with the supervisor.","I would take the less-stress route and complete the project in as little time as possible. This way, I would have plenty of time to iron out the problems leading up to the date in a leisurely fashion. Also, if my boss gives me more things to do, I would not feel like I was in the ""hot seat"" to get everything done last minute.","I would go to the function anyways. I would like to not only make myself look good with my company, but network with other professionals in my field. This is a great chance to get to know the people we work for.","I would do everything in my power to appear as though I'm making progress on his feedback. I love negative feedback, true or not, since that is my opportunity to show much improvement. If it's impossible to improve, I am talented at appearing ""improved.""","I would find this experience very enjoyable and engaging. I love learning about other cultures and I haven't learned anything about Norway yet. This would be an opportunity to learn about the Norwegian culture and interact with Norwegian people. I could also gain a little more perspective, too.",3.3333333333,3.9166666667,4.8333333333,4.8333333333,2.4166666667,Train
10441703715,I would probably try to be flexible and change my own plans. I usually put others before me and try to please everyone. I would want to help my coworker but also look good to my boss.,I would get started on it right now. I would devote a small amount of time to it each day. I would  Focus all my attention on it during the few days leading up to the deadline,I would probably not go. If  I went alone I would feel awkward and uncomfortable. I probably wouldn’t make a good impression.,I feel incredibly  Upset and distressed. I would schedule a meeting with the boss to Discuss. I would be prepared with examples of my work.,I would probably volunteer to show initiative. I would enjoy doing research and finding out about the culture. It would be different from usual work.,2.6666666667,4.4166666667,3.4166666667,4.5,2.75,Train
10446109748,"I would act depending on what my plans were. If I had something booked that was non-refundable, for instance, I would let my coworker know and see if we could work it out somehow. If I had an open week with no plans, I would have no problem with giving that particular week to my colleague and rescheduling my vacation time.","I would begin to work on this project right now. I personally do not enjoy having a large load on me with little time. Since I have the time now, I don't see why I wouldn't begin work on it. I actually find it to be an advantage to have the time to start on it now, that way I have enough time to really think it through and execute it the best way that I possibly can.","I would remind my colleague of the bigger picture. Let them know how important this client is to our firm, and how it will be fun once we arrive, on top of the networking benefits. I would let them know that they are a valuable part of the team, and there presence there along with mine would be an amazing representation of our company. I would encourage them as a friend, as well as a colleague.","I would feel really awful and conflicted in this situation. Depending on the severity of the situation, I may stick up for myself if need be, and try to compromise with my boss. However, if it is something minor, I might just mention that that was not my intention, I wasn't aware that I was performing in that way, suck it up, and move on.","I would absolutely find this to be an enjoyable experience. Having never been to Norway, I would learn so much on top of being able to see it, even if I don't do anything but work on the project. Furthermore, I would have the opportunity to build international work relationships. This sounds like a great opportunity for everyone, involving work, growth, and adventure.",2.8333333333,4.5,3.5833333333,4.3333333333,2.0,Train
10446131461,"I would offer to change my plans if possible to accommodate my job. I am usually pretty flexible with my vacation plans, and would not mind taking another week. However, if I had plans that could not be changed, such as hotel reservations that could not be changed or tickets to an attraction, I would speak with my colleague and explain the situation to see if he/she would be willing to change weeks. If they still refused to change their plans, I would ask my boss to decide which of us would have to change our dates.","I would make a timeline of what I needed to do to complete the project by the deadline. Then I would share the timeline with my boss to ensure that he/she was aware of the time I would need to do the project properly. After doing that, I would request that any last minute projects that would require a significant amount of time or and attention be given to a co-worker for the next two weeks. I would also offer to advise any co-workers who needed guidance on a task that I would normally take on, but be sure that my boss understood that my main focus would be on the project until it was completed.","I would still go even if my colleague didn't. I feel I should, since it is one of our largest clients. I would just try to meet some new people because that is what networking meetings are for. If I didn't feel comfortable after I arrived, I would just stay for a short time, make an appearance, and make an excuse to leave. That way, at least the client would see that I had shown up to represent our company.","I would be upset about the situation because I would feel that I had been treated unfairly. If I truly felt that the negative feedback would affect my pay or position, I would go to my manager and ask him or her to explain to me why he/she felt that I deserved that feedback. If I still felt it wasn't true, I would explain why I felt I didn't deserve it. If I was satisfied with his/her explanation and thought I did deserve the negative feedback, I would ask for help in correcting whatever I did wrong and show that I was willing to do better in the future. If for some reason, my manager refused to explain his/her reasoning to me or work with me to improve, I would go to HR and explain the situation and ask for assistance.","I would find the experience enjoyable and interesting. I always like learning about other places and cultures, and this would give me an opportunity to do so. I also think it would be interesting to work with a client from a different country, and possibly with some of their employees or representatives. I think it would be a great opportunity to possibility to make some new professional contacts and learn some things that may help me in my career.",3.6666666667,4.0833333333,4.3333333333,4.4166666667,1.5,Train
10462994599,"I would be the flexible one and change my week to a different one. I would email my supervisor and let them know of this change, and that my colleague was inflexible. I would be the one to change my week, because I don't see this matter as something I want to argue about with my colleague.","I would get an early start on this project to make sure if any other tasks are assigned to me last minute, I will not feel as stressed with time. I would work on the project a little bit each day to make sure I am comfortably ahead of schedule. I would do this to minimize stress and to ensure completion in a timely manner if other tasks are given to me.","I would attend the networking meeting anyway. I would make the most of this and learn what I could while making potential new connections. I would still attend since it could be very beneficial to me professionally, and if I don't go, I may miss out on opportunities.",I would feel very disheartened by this negative feedback. I would request a meeting with my manager and go through each point to discuss feedback. I would want to know specific examples of what led to this negative feedback.,"I would find this experience enjoyable, because I would get to learn about another country and culture. I also would volunteer, because this is interesting to me. I also like learning about other cultures.",4.4166666667,4.6666666667,3.3333333333,5.0,1.4166666667,Train
10460386321,"I would first speak to my colleague and find out why he/she isn't willing to change their plans. Then if they tell me their plans are set and I can't do anything to change their minds, I would adjust my plans and take my vacation another week because one, I don't want to leave my company short staffed and two, me willing to change my plans would make me look good to the supervisor (leaders have a way of remembering such small sacrifices when it comes to promotions, evaluation reports and raises)","I would do my project as soon as possible. I believe in always being prepared and knowing that my boss has a habit of giving me tasks at the last minute, I'd want to pace myself and get my project done and ready so I don't have to be rushed (which can lead to half baked work)","I would go because it shows our client that he/she is valued and that we value their business. Showing up for even 5 minutes, no matter how tired, is better than not showing up. It makes the company - and by extension us- look good in the client's book (which could mean more business with our company)","I would feel angry and irritated at first, I'm only human and negative feedback hurts. Then I would go to my manager and explain my side of things and point of view and see if we can find some middle ground regarding the situation. If we can't find middle ground, I'd just thank him/her for the feedback and recommit to doing better.","I would actually find it enjoyable because I'm a people person and I love to talk. I also love sharing my culture- the good and bad with anyone willing to listen. The same is true for my country - any time I can brag about my country, I will so this client would be a good match for me.",4.0833333333,4.9166666667,4.3333333333,4.9166666667,1.0833333333,Train
10460091209,"I would first ask if there was anyone available to replace me. If not, then I would work that week. I would choose to do that because I would at least want to know if the vacation was possible but wouldn't want to lose my job either.","I would ask my boss if I could talk privately and calmly explain that the project is very important to me and the company, and getting side-tracked with last minute projects is overwhelming me. I chose this because I want my boss to know I value my job but I am still human and get stressed. I would hope that my boss understands that too many projects at once could overwhelm anybody.",I would understand how my colleague is feeling and tell them that I will be at the meeting if they change their mind. I chose this because I wouldn't want to miss out on meeting new people. I also didn't want my colleague to feel pressured and want them to know that I am a trustworthy person they could talk to if they feel nervous.,"I would try to calmly ask the manager what they think I should do to get better at my work, be it more training, interpersonal skills or what ever it is that I am getting negative feedback on. I would also let them know that I do not agree with their feedback but to keep my job I would make some changes with my work ethic with whatever advice they give me.","I would think that not traveling to Norway and just researching it would be boring. I would rather travel there and get to know it personally, meet the people there and learn the history from others' words rather than a book or the internet. I would still research on the internet but as a social person, I learn more from trying new things and talking to others.",2.25,4.25,3.9166666667,3.6666666667,3.8333333333,Train
10462907508,"First, I would try and schedule a meeting with my boss and coworker to discuss the situation further. I want to understand why he can only do his vacation at that time. After talking, and if he is not able, I would probably ask for my time directly before of after his. This way we both can have our vacation and coverage at work. I am willing to be flexible in this situation.","I would do as much as I can to finish the project early. Knowing how my boss is, I will be prepared to take on anything else, need be. Since I have the time, it is better to be prepared than not to be. This way I avoid any stress or last minute rushes.","I would first try and talk my coworker into going. If this was not successful, I would be courageous and go by myself. I think that the relationship with this client is  to important to not go. I would just try and charm anyone there.","I would try and approach my boss to discuss the situation. Maybe there is something we can resolve to amend it. If not, I have to accept responsibility for my actions and try to do better in the future. This would motivate me to be more thurough in the future.",I would definitely love this opportunity. I love learning about new cultures and experiences. I also think this would be impressive on my resume for future projects. I would gladly accept the challenge.,4.0833333333,3.5833333333,4.4166666667,3.9166666667,3.0833333333,Train
10460418405,"I would just talk with my colleague and try to tell him/her why i need this week to go on vacation. If that does not work i will try to make it as a favor to him like ""i will go next week on vacation but you need to make me a favor next time"". Like this i would be somehow friends with him/her and we would talk about it.","I would focus on the project first. I would ask for some help from co-workers and if something comes up, i would say to my boss that i can`t right now. But if the new tasks are urgent, i would just put the project on hold.","I would try to convince my colleague that we should go and meet new people there. If i can`t convince him/her to go with me, i would probably find someone else that goes there. I would still go and make new friends there and find someone else to talk about the topic.","I would feel bad, and probably mad at my manager. I would try to talk with him/her about this and convince my manager that i did a good job. If that does not work, i would try to present and explain with facts that what i did was right and good for the company and i did a good job.",I would love to do this. I like finding out new things and talking with people from other countries. I would enjoy the experience and probably want to travel there. Its very nice to meet new people from around the world.,4.0833333333,3.8333333333,3.75,3.6666666667,2.0833333333,Train
